ID,aspect_ratio,video_duration,release_year,text_len,nb_hashtags,nb_emojis,nb_mentions,hashtag_density,emoji_density,feat_meteo,feat_cta,feat_action,lang_lang_detected_de,lang_lang_detected_en,lang_lang_detected_es,lang_lang_detected_fr,lang_lang_detected_it,lang_lang_detected_unknown,album,artist,channel,track,uploader,desc_len,num_words,num_hashtags,num_mentions,num_emojis,hashtag_ratio,width,height,resolution,is_vertical,download_hour,download_dow,uploader_freq,artist_freq,channel_freq,album_freq,track_freq,aud_rms_mean,aud_rms_std,aud_zcr_mean,aud_zcr_std,aud_centroid_mean,aud_centroid_std,aud_bandwidth_mean,aud_bandwidth_std,aud_rolloff_mean,aud_rolloff_std,aud_mfcc_0_mean,aud_mfcc_0_std,aud_mfcc_1_mean,aud_mfcc_1_std,aud_mfcc_2_mean,aud_mfcc_2_std,aud_mfcc_3_mean,aud_mfcc_3_std,aud_mfcc_4_mean,aud_mfcc_4_std,aud_mfcc_5_mean,aud_mfcc_5_std,aud_mfcc_6_mean,aud_mfcc_6_std,aud_mfcc_7_mean,aud_mfcc_7_std,aud_mfcc_8_mean,aud_mfcc_8_std,aud_mfcc_9_mean,aud_mfcc_9_std,aud_mfcc_10_mean,aud_mfcc_10_std,aud_mfcc_11_mean,aud_mfcc_11_std,aud_mfcc_12_mean,aud_mfcc_12_std,aud_tempo,aud_onset_rate,dyn_num_cuts,dyn_avg_motion,dyn_camera_shake,lum_duration,lum_f1_sharpness,lum_f1_brightness,lum_f1_saturation,lum_f2_sharpness,lum_f2_brightness,lum_f2_saturation,lum_f3_sharpness,lum_f3_brightness,lum_f3_saturation,col_R1,col_G1,col_B1,col_W1,col_R2,col_G2,col_B2,col_W2,col_R3,col_G3,col_B3,col_W3
7602656035161050390,0.56,13,2026,64,5,1,0,0.0769230769230769,0.0153846153846153,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,unknown,Urhov Bogdan,Davos Klosters,оригинальный звук,davosklosters,64,9,5,0,1,0.5,1080,1920,2073600,1,9,3,54.0,1.0,54.0,973.0,9.0,0.0778425633907318,0.0146796954795718,0.065660978618421,0.0294327085195366,1165.5231355036622,408.6107527667986,1450.377034212661,311.5960808164953,2297.3235645933014,1079.224899940946,-167.34217834472656,43.55488967895508,130.14154052734375,25.148759841918945,2.6393961906433105,14.992512702941896,15.65357494354248,14.745306968688965,-9.8558988571167,9.477706909179688,5.95324182510376,9.08690357208252,0.8152197003364563,9.961708068847656,-0.590029776096344,8.257035255432129,-1.9142532348632808,8.655982971191406,-3.756765842437744,8.482158660888672,-1.425369381904602,7.892162322998047,2.778390884399414,7.5313897132873535,-4.837415218353272,5.9247565269470215,133.92857142857142,2.1718169306481325,0,0.2122000008821487,0.0568500012159347,13.32,293.0274752452623,141.75712962962962,67.34156105324074,265.2263102640478,174.3747048611111,25.89995273919753,194.10620731976465,167.56899016203704,36.27428337191358,193,207,203,0.5060357142857143,136,154,162,0.3438571428571428,64,83,99,0.1501071428571428
7590718903144287510,0.56,12,2026,68,5,1,0,0.072463768115942,0.0144927536231884,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,unknown,LykTraffx,Davos Klosters,оригинальный звук,davosklosters,68,10,5,0,1,0.45454545454545453,1080,1920,2073600,1,9,3,54.0,1.0,54.0,973.0,9.0,0.0074883229099214,0.0068674115464091,0.057774658203125,0.034108371098625,866.7609152370843,567.4641289700307,1001.8292453683418,550.1935579683707,1572.890625,1209.0292701680332,-531.711669921875,134.83941650390625,131.8022003173828,63.68376541137695,-8.196313858032227,22.0831298828125,10.97708225250244,13.947502136230469,-1.8765829801559448,7.878479480743408,-6.287883281707764,13.455169677734377,-13.409650802612305,12.367794036865234,-8.75749397277832,8.88963794708252,-5.496023654937744,10.084031105041504,-4.439311504364014,8.765527725219727,-10.04955768585205,7.77432107925415,-1.6324154138565063,6.76988697052002,-2.7959072589874268,7.629295349121094,170.45454545454547,3.2823719042030093,10,1.648900032043457,2.9440619945526123,12.76,88.64304037174435,118.0393074845679,67.65783082561728,86.70955516150622,65.2918287037037,87.03608121141976,106.27245216078944,54.54150366512346,90.75990258487654,25,27,32,0.6083928571428572,148,134,112,0.1579642857142857,95,70,62,0.2336428571428571
7571821778746592534,0.56,13,2025,61,5,2,0,0.0806451612903225,0.032258064516129,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,unknown,ALTÉGO,Davos Klosters,THE FATE OF OPHELIA X MIDNIGHT CITY,davosklosters,61,6,5,0,2,0.7142857142857143,1080,1920,2073600,1,9,3,54.0,5.0,54.0,973.0,1.0,0.0461640618741512,0.0119868004694581,0.1697097333889563,0.0552554183693644,2264.85845150285,420.580208066246,1846.8653037388624,241.9920290131543,4325.223756067961,778.1924184295481,-183.49923706054688,52.97286987304688,43.95711135864258,37.85404968261719,-37.11924362182617,33.2625617980957,-3.359079360961914,22.962718963623047,-33.17804336547852,16.852689743041992,-14.294459342956545,20.730514526367188,-12.572442054748535,12.94175148010254,-8.4918212890625,21.67188835144043,2.072571277618408,12.644678115844728,-6.822307586669922,9.70330810546875,-9.84157371520996,8.70080852508545,-7.139719009399414,11.359312057495115,-5.147622108459473,9.930283546447754,110.29411764705884,2.6581353178724942,2,0.2513000071048736,0.0325650013983249,13.16,171.02027487943673,186.08798562885804,79.7767930169753,26.33694974836301,212.6803766396605,43.70597945601852,34.273228369849264,207.22958140432095,47.11513020833333,223,238,248,0.4570714285714286,90,136,163,0.0923571428571428,183,206,222,0.4505714285714285
7569927329154190614,0.56,7,2025,67,4,2,0,0.0588235294117647,0.0294117647058823,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,unknown,Raye,Davos Klosters,original sound,davosklosters,67,8,4,0,2,0.4444444444444444,1080,1920,2073600,1,9,3,54.0,1.0,54.0,973.0,246.0,0.0209559015929698,0.0066884248517453,0.1878241701244813,0.0419403233063952,2305.9877756965016,307.94352207456484,1889.9876597032196,176.98349985806354,4529.888485477179,494.7243292335856,-225.3695373535156,60.76218795776367,54.79117202758789,15.187713623046877,-16.994165420532227,12.138826370239258,13.141514778137209,8.101740837097168,-13.797107696533203,8.581939697265625,8.470075607299805,12.16950225830078,-4.403790473937988,7.397507667541504,8.612686157226562,7.702768802642822,-4.411253929138184,8.116704940795898,-1.874008059501648,8.614909172058105,-2.0959255695343018,8.32269287109375,-0.887803852558136,8.397396087646484,3.8808913230896,9.218201637268066,117.1875,1.4309408434185251,0,0.1789000034332275,0.0152569999918341,7.683333333333334,665.051319923832,133.3170838155864,122.05479890046296,459.7816719249815,133.1276133294753,120.79620900848764,459.7591211822887,132.03565200617285,125.15320794753086,212,213,226,0.2235714285714285,13,65,81,0.2819132653061224,120,147,193,0.494515306122449
7566270741134462230,0.56,8,2025,66,5,1,0,0.0746268656716417,0.0149253731343283,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,unknown,músicas e traduções,Davos Klosters,som original,davosklosters,66,10,5,0,1,0.45454545454545453,1080,1920,2073600,1,9,3,54.0,1.0,54.0,973.0,11.0,0.0992326959967613,0.0281273629516363,0.1446875702562949,0.0307460814561814,1883.097316867656,235.40193859358223,1738.1754902145908,187.63406812354387,3659.4817895683454,565.9312011947334,-83.74565124511719,45.57290649414063,79.11717224121094,13.83962631225586,-22.064002990722656,13.824173927307127,26.91265296936035,13.181113243103027,5.621203422546387,8.054695129394531,8.938741683959961,10.001662254333496,3.3331639766693115,7.026674747467041,2.037621259689331,7.334254741668701,-1.9543204307556152,6.419986248016357,2.8875715732574463,7.689244747161865,-0.3144817650318146,7.126574993133545,0.785434365272522,6.583498477935791,-2.762261152267456,6.556076526641846,89.28571428571429,4.721919684674485,6,0.1534000039100647,0.0125000001862645,8.933333333333334,1405.9904663110533,167.9642828896605,37.33373215663581,698.4810930938892,148.62804205246914,68.81063512731481,1055.460692955473,164.4665943287037,41.410478877314816,96,110,127,0.2140625,230,231,230,0.5602678571428571,28,36,48,0.2256696428571428
7536170254989315350,0.56,12,2025,78,6,3,0,0.0759493670886076,0.0379746835443038,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,unknown,Michael Buckley,Davos Klosters,This is your sign to fly,davosklosters,78,9,6,0,4,0.6,1080,1920,2073600,1,9,3,54.0,1.0,54.0,973.0,1.0,0.0446758605539798,0.0135478442534804,0.0657603346456692,0.0335893969287058,1077.2806558958443,291.8220584808663,1413.2832204198994,193.0369243619953,2242.290026246719,749.0303863955481,-242.4747772216797,55.65103912353516,131.4405517578125,17.700498580932617,0.411430299282074,10.456157684326172,29.84008407592773,10.11365032196045,2.428761959075928,9.400450706481934,4.38485860824585,6.509218215942383,-1.9521772861480715,7.303989410400391,14.14613151550293,6.128918170928955,5.574198722839356,7.143934726715088,7.393345832824707,8.024163246154785,1.3652772903442385,6.527999877929688,10.79387378692627,5.771113395690918,0.3932302892208099,5.358732223510742,93.75,1.9685241193853675,3,0.5475999712944031,0.2703700065612793,12.166666666666666,1085.496417152905,120.02695939429012,42.33980372299383,2297.227255453445,125.81644483024692,63.74417197145062,1587.1981196700426,123.6911289544753,54.83563705632716,191,193,196,0.3261904761904762,59,68,84,0.3399255952380952,114,122,137,0.3338839285714285
7520640970199698710,0.56,10,2025,86,6,2,0,0.0689655172413793,0.0229885057471264,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,unknown,E🩶,Davos Klosters,ECE Marketing Airball,davosklosters,86,10,6,0,2,0.5454545454545454,576,1024,589824,1,9,3,54.0,1.0,54.0,973.0,1.0,0.0622220337390899,0.0464274510741233,0.1190721198694029,0.0680206137914774,2053.857802063691,542.9741063072489,1950.782753560708,256.1951034650856,4311.823694029851,1004.5498401214048,-196.27914428710935,62.2514533996582,57.84309005737305,26.85304069519043,-6.737873077392578,21.844844818115234,11.165338516235352,23.164060592651367,-8.831559181213379,20.425159454345703,0.2141594290733337,16.58754539489746,-6.692815780639648,14.687148094177246,2.9043970108032227,10.493793487548828,-6.66253662109375,11.946684837341309,2.2766001224517822,13.0301513671875,2.0200035572052,12.378924369812012,1.983631253242493,14.012173652648926,-1.2307183742523191,10.007582664489746,170.45454545454547,5.230803359835528,6,9.999999747378752e-05,0.0,10.666666666666666,1732.4143140553756,142.04016621907553,52.55503167046441,815.7119112344874,139.21232435438367,56.44272528754341,,,,62,61,60,0.2481696428571428,190,202,208,0.3676785714285714,133,131,126,0.3841517857142857
7496799936558796054,0.56,14,2025,75,5,1,0,0.0657894736842105,0.0131578947368421,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,unknown,user43952297847,Davos Klosters,Never Let Me Go,davosklosters,75,7,5,0,1,0.625,1080,1920,2073600,1,9,3,54.0,1.0,54.0,973.0,1.0,0.0623143054544925,0.0189514122903347,0.1374479874320652,0.0340164131194292,1842.5631858105128,373.32165763715005,1718.780413890884,343.0029913747274,3759.969429347826,1067.0383126073257,-134.18820190429688,63.296142578125,88.96915435791016,25.76855087280273,-22.187686920166016,23.43780899047852,10.156593322753906,17.613767623901367,-3.865364789962769,12.237421989440918,5.147173404693604,9.574666023254396,-13.807242393493652,8.188879013061523,2.2992186546325684,8.714380264282227,-4.066077709197998,9.656502723693848,-0.7602736949920654,6.498161792755127,-4.947177410125732,10.004619598388672,-1.8707996606826784,7.206422328948975,-1.716034173965454,7.785801410675049,78.125,3.3334183692894603,8,0.0395000018179416,0.0023519999813288,14.716666666666669,1868.9132247871037,114.94092110339506,97.9313917824074,983.0979799513244,158.09450954861111,64.19710792824074,941.7064867759112,127.42895206404322,91.56838927469136,87,108,144,0.5185331632653061,184,190,205,0.3721301020408163,32,40,55,0.1093367346938775
7487960173529582870,0.56,8,2025,120,5,3,0,0.0413223140495867,0.024793388429752,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,unknown,ZOMBIE,Davos Klosters,headlock x jinx from arcane,davosklosters,120,15,5,0,4,0.3125,1080,1920,2073600,1,9,3,54.0,1.0,54.0,973.0,1.0,0.0150476973503828,0.0088581601157784,0.0988836550245098,0.0431948198665458,1521.8785686582482,548.8153034211674,1647.5185553810088,369.51959596720906,3098.223039215686,1364.497476844867,-339.3648376464844,115.33696746826172,106.45289611816406,35.447776794433594,4.613918781280518,21.56499671936035,16.6806583404541,24.27201271057129,-12.88670539855957,20.2569522857666,5.017743110656738,14.64376163482666,2.125196933746338,9.58639430999756,-0.5967146158218384,12.303940773010254,-4.494887828826904,11.590548515319824,-7.45813512802124,13.514244079589844,-7.213174819946289,10.45736026763916,-4.705816268920898,11.40421199798584,-2.711574077606201,9.42119026184082,117.1875,4.6616472170074505,5,14.224200248718262,61.812110900878906,8.185185185185185,187.2660927829784,138.23642650462963,52.42420958719136,128.4086820001266,158.15849537037036,42.6419603587963,1773.2923611656156,160.8991333912037,42.81759452160494,40,39,39,0.259047619047619,179,187,203,0.5004166666666666,102,97,92,0.2405357142857143
7478712216724802838,0.56,14,2025,92,7,2,0,0.075268817204301,0.021505376344086,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,unknown,Stan :),Davos Klosters,original sound,davosklosters,92,11,7,0,3,0.5833333333333334,1080,1920,2073600,1,9,3,54.0,3.0,54.0,973.0,246.0,0.1575227379798889,0.0325642116367816,0.1043529845120614,0.0481624641065654,1720.985804909233,546.9319478205441,1854.450835322923,382.0119030214148,3789.2680921052633,1283.7233722290748,-83.53548431396484,73.26311492919922,89.21527099609375,38.83205795288086,5.431732177734375,22.1154842376709,19.935291290283203,17.93448829650879,9.339225769042969,10.094003677368164,10.045281410217283,9.375574111938477,5.920471668243408,7.845036029815674,12.547318458557127,10.719112396240234,2.308509111404419,9.67773723602295,4.119690895080566,9.34205150604248,0.2230337113142013,7.365325450897217,2.131888628005981,7.516107559204102,1.0757791996002195,7.662805080413818,125.0,6.318545703856387,7,0.225500002503395,0.0250330008566379,14.466666666666669,366.4154252900067,132.2803269675926,50.967114679783954,684.4764964299484,122.77257619598764,102.04821855709876,,,,107,125,153,0.3353061224489796,38,51,76,0.257359693877551,180,192,211,0.4073341836734694
