video_id,duration,f1_sharpness,f1_brightness,f1_saturation,f2_sharpness,f2_brightness,f2_saturation,f3_sharpness,f3_brightness,f3_saturation
VIDEO_7490984274049469718,8.866666666666667,343.8301278889786,145.57382269965277,69.18456271701389,456.6177884741841,147.25545464409723,68.26583767361112,798.5361674494696,146.64269205729167,66.20290147569445
VIDEO_7229679892399426842,10.666666666666666,312.0089696496725,134.82198418511285,42.10399712456597,153.82262659093283,133.4081336127387,26.235882229275173,0.0004475911458333333,0.001736111111111111,0.0
VIDEO_7414059508630031648,13.4,581.4179286870739,138.4923688271605,62.57483458719136,801.9390166820866,109.42997781635802,86.87536699459876,1003.5826473207231,129.0116652199074,86.42622974537036
VIDEO_7086144769222511877,6.9,531.5810513788753,195.04089518229168,18.811437717013888,180.08393769293775,127.80263454861111,56.664508463541665,359.5598057478152,144.2747222222222,65.86037868923611
VIDEO_7065769954695564550,5.866666666666666,73.95309441425135,132.01055738661023,65.62164306640625,60.329766102859544,108.50935194227431,77.55171712239583,89.75243450958787,111.67061530219183,74.06045023600261
VIDEO_7533680078866238742,14.8,177.87022431797266,71.13318888346355,127.12639024522569,573.167890754011,118.94998677571614,103.89438374837239,0.0,0.0,0.0
VIDEO_7249677053153283354,9.55,240.29315916781516,121.70692804783951,50.150228587962964,120.50537277128166,122.05654224537037,56.49970100308642,223.82449387312315,126.2597694830247,52.95059027777778
VIDEO_7204395621468392709,12.4,412.42900599433057,123.03435655381945,81.97494791666666,495.61227508798174,119.7392578125,60.157146267361114,1119.0419734823427,125.75670681423611,63.95187608506944
VIDEO_7044982077288189190,6.166666666666667,3248.6264073689676,122.25965928819444,122.38894422743056,863.7097264099122,84.644345703125,182.37243706597224,1608.3397073609142,133.49795030381944,113.18274739583333
VIDEO_7335847049495203104,10.933333333333334,3873.771427375063,116.94237461419753,92.65601610725308,162.479576033467,129.3897622492284,102.07578703703703,246.6732834588175,151.4945071373457,71.85848090277777
VIDEO_7324696131143847201,12.733333333333333,188.59468941129623,185.45902199074075,55.69588638117284,165.0251187591948,208.71613474151235,19.94117766203704,158.05635317134613,217.93201774691357,12.160091145833333
VIDEO_7429021024517229857,12.066666666666666,145.01450943400064,91.27953884548612,100.77164822048611,76.81380948760304,93.26132703993055,178.97557291666666,,,
VIDEO_7270891504346942753,12.3,560.8703370721499,126.629521484375,52.967534722222226,636.5614008025547,122.07039171006944,70.73092990451389,693.651765368557,135.40108615451388,63.14083875868056
VIDEO_7241956873698577691,13.2,535.5897204310089,129.2034447337963,47.015950520833336,151.24295138216766,117.87695119598766,40.89144290123457,1087.1902618544023,109.25047019675925,140.12763069058641
VIDEO_7137955446320565510,14.1,583.3250926939259,140.5517120361328,94.19180297851562,40.92567752570454,116.25163438585069,125.41393534342448,527.1898145374847,154.45786709255643,63.88312276204427
VIDEO_7072437259127098630,13.3,954.3319352509945,124.56121419270833,87.84412760416667,555.4189950039287,111.72069769965277,97.93232855902778,343.91959583093023,103.08905164930556,63.130817057291665
VIDEO_7587402623129636118,11.0,604.7401454743386,148.34001114989334,49.800804246655034,807.8343707581889,133.32090168702734,49.222375412061275,756.2601511621294,146.45563408958697,43.98392815590459
VIDEO_7163552631053503749,11.52,40.19053810861376,100.24141059027778,137.99971028645834,473.8785130750115,97.26258897569444,126.73383463541667,32.45472909827998,100.65218641493055,113.99164496527777
VIDEO_6875699019520298242,14.833333333333334,591.1491049220625,127.71344907407408,205.6604610339506,81.67654493508857,111.63664158950617,102.96021604938272,132.3781693145896,165.81011188271606,61.11190779320987
VIDEO_7040105390410960133,10.32,91.62624890586946,129.87597873263888,65.56853515625,32.66401790262741,120.1161990017361,74.86141384548611,3.2039116569507273,141.65148003472223,70.81166449652778
VIDEO_7055610539749199109,10.033333333333333,674.5670429065268,110.72124131944445,115.21058159722222,209.12065828744278,112.16001410590277,98.74768988715277,,,
VIDEO_7327632037437820193,12.466666666666667,54.17290798405615,106.16766782407407,200.53351996527778,43.170633680286706,106.57374276620371,199.4790277777778,77.30613425654658,105.93707224151234,195.5577449845679
VIDEO_7480918194438278422,10.799999999999999,327.6530566134962,129.5315832368827,89.87136525848766,138.0735276801548,156.26606481481483,52.68937355324074,536.0263749818029,134.1607880015432,86.3653231095679
VIDEO_7436892906801073441,9.860614366413744,240.91068657869909,60.95050016534392,30.614592978395063,144.0177361977544,84.72843915343915,73.61664737654321,170.24211278537013,88.43728505291006,85.57245783730158
VIDEO_7509512878026788118,11.4,1829.553514339951,110.93258439429012,98.18046248070988,833.037742969017,111.50444830246913,91.39758101851852,1231.4009251003165,126.53890962577161,66.79721064814815
VIDEO_7263733416292617505,12.966666666666667,2036.1429199980248,122.64138888888888,101.04337770061728,220.00820691211467,123.5090981867284,104.1890943287037,549.9349536936419,117.69324652777777,112.8213247492284
VIDEO_7226711933150432538,8.854700854700855,451.2011167200995,113.58385552300348,98.70508151584201,88.84074195060465,146.38875834147134,72.30989244249132,181.50230774384303,137.39828321668836,87.59228176540799
VIDEO_7575167976853228822,8.5,241.82999632093637,168.7281951904297,52.81692335340712,2735.625376160219,153.54527791341147,18.900049845377605,1606.0567762763294,164.97928195529514,22.25153096516927
VIDEO_7582254546236230934,13.166666666666668,0.0,0.0,0.0,509.81259392361113,133.8175271267361,64.88924587673611,712.0309353171266,155.43294813368055,40.05118598090278
VIDEO_7493955664008498454,10.366666666666667,236.724445439175,172.1753982204861,46.45873372395833,197.29505839389756,175.72459092881945,43.39360894097222,,,
VIDEO_7187436390131453190,12.533333333333333,494.56186089022054,111.89405551848557,44.27800483145512,2250.277882597548,114.485766669138,70.2885327080862,255.57557083759002,108.23777153766311,30.706626569296166
VIDEO_7291678102948810016,9.68,745.9076703553835,149.36666883680556,63.59518337673611,925.2922710494889,145.3793598090278,60.31825412326389,588.7034862206306,128.31789605034723,86.04118055555556
VIDEO_7036807584111709445,11.166666666666666,508.52004425180223,119.38639105902777,67.14921875,248.8523252817213,118.374677734375,68.90432400173611,351.33311628985814,124.88350043402778,73.22656032986112
VIDEO_7557004748973559043,8.366666666666667,14.051947332589709,89.9733912037037,129.77926408179013,66.1586279807592,93.03667148919753,101.5960971257716,45.14082267498103,87.89714409722222,93.60661506558642
VIDEO_7200112331873897733,10.766666666666667,37.75235241283946,154.00243537808643,26.174296392746914,51.58029367323929,144.2281534529321,37.481913097993825,62.765752166714556,124.18225308641975,37.34319637345679
VIDEO_7547744113433627926,9.566666666666666,1307.4323671005502,112.22044033474393,58.03836907280816,2422.2575414635035,101.61599392361111,55.83551703559028,1798.2804482633958,110.58869764539931,106.20339457194011
VIDEO_7415589341981986080,13.6,576.131385493693,104.26353105709876,92.27736641589506,400.78459393884896,132.38504870756174,107.04208381558642,1468.7891535208769,116.68112075617285,110.0581819058642
VIDEO_7183681305203330309,14.3,147.1844298903277,104.81153971354166,49.176458333333336,273.30415792164274,69.91774956597222,71.68023980034722,259.31078449588233,46.380184461805555,160.98340928819445
VIDEO_7423318018853178657,11.08,114.2072928074573,171.2027170138889,57.6849787808642,91.23222704421725,162.99956934799383,58.90212143132716,88.66337914729257,145.66820505401233,65.84378616898148
VIDEO_7581822570454879510,10.4,116.00736175139045,37.26408805941358,183.34000096450617,197.27217881923514,48.234429494598764,184.78069010416667,208.17940192356096,50.57546055169753,166.75564380787037
VIDEO_7377004580510436641,10.166666666666666,1501.6182068584092,173.01493103780865,9.38847945601852,669.0021511139962,122.5042505787037,81.3284910300926,496.3383288390686,124.5699112654321,102.75063994984568
VIDEO_7334752917439712545,9.7,573.2254366024316,129.16492546929254,90.35579766167535,997.643270115874,140.24783833821616,56.84514363606771,760.8000071517732,143.15884908040366,44.14484320746528
VIDEO_7363657122795490593,12.8,495.44936630722043,126.21166377314815,97.86071711033951,518.0685515449734,132.09554832175925,97.19958043981481,528.756073647548,129.0728554205247,97.45109423225308
VIDEO_6937251547290045701,12.068965517241379,981.239812480576,150.56444444444443,58.064936342592596,435.4436280344399,178.71474537037037,15.485318287037037,1098.5978974568256,161.3313811728395,24.25471450617284
