rms_mean,rms_std,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,tempo,onset_rate,ID
0.17241233587265015,0.06191634386777878,0.04806612789489311,0.0274551107588923,1039.0892848451874,424.03933383404564,1462.554232877385,360.11570525503026,2246.270041567696,1091.0260869778208,-121.4612808227539,93.04459381103516,126.17823791503906,25.21505355834961,14.119698524475098,14.319998741149902,30.412456512451172,15.044389724731445,4.584494590759277,11.624874114990234,15.366908073425293,8.741284370422363,8.78693962097168,9.113043785095215,5.123510837554932,6.139804840087891,3.3906748294830322,8.351943969726562,2.87545108795166,7.719300270080566,2.765254259109497,6.220871925354004,4.69270658493042,5.485692977905273,1.7964636087417603,6.014415264129639,156.25,3.421155383416979,6814175723704683782
0.21672992408275604,0.1601782590150833,0.12835008574695123,0.05767467203520263,1645.9820947663577,440.3821020485337,1528.8652101140644,220.2060071900119,3129.7446646341464,948.1799085243433,-84.26725769042969,139.02195739746094,84.22122955322266,20.054607391357422,-27.923763275146484,36.03787612915039,25.47804832458496,13.695869445800781,-1.9669650793075562,14.123918533325195,15.806597709655762,10.719490051269531,-3.3367605209350586,11.404783248901367,7.45454216003418,11.000031471252441,2.990840196609497,8.57793140411377,3.7686405181884766,8.882211685180664,-0.8592939972877502,9.681459426879883,-3.0028815269470215,9.741724014282227,4.757409572601318,9.458468437194824,75.0,4.116069344021185,6821547365887905030
0.2480507791042328,0.09417565912008286,0.09192238930250783,0.055620750207866006,1536.7813504055105,674.5858509348193,1666.351444943039,553.9839744672403,3336.427311912226,1647.999498082121,-49.4833869934082,63.513668060302734,112.18600463867188,58.2578125,-2.882801055908203,25.541683197021484,11.208858489990234,14.918543815612793,0.6746715307235718,14.041828155517578,11.000855445861816,10.48033332824707,1.8893251419067383,7.780116558074951,6.214747905731201,7.555582523345947,-1.0899839401245117,7.268949508666992,4.613198757171631,6.885979652404785,2.4283595085144043,5.8359575271606445,4.2937798500061035,4.894566535949707,0.6511462926864624,5.087202072143555,125.0,6.179499754175625,7004414493086240006
0.3863108456134796,0.18169793486595154,0.06573232827476039,0.04397033267044637,1137.9537827728705,569.6066954547199,1352.517382121413,531.7555960626181,2463.5333466453676,1351.1869246721837,-81.4448471069336,104.83989715576172,116.65719604492188,46.330718994140625,10.432897567749023,35.90534210205078,35.56350326538086,19.30704689025879,1.1121641397476196,19.077739715576172,11.089564323425293,25.74230194091797,0.8597087264060974,12.424057960510254,8.1699800491333,11.165976524353027,7.642532825469971,14.611442565917969,0.13132089376449585,9.57330322265625,1.6262476444244385,8.381478309631348,0.4925853908061981,9.129371643066406,5.048696994781494,8.529109001159668,133.92857142857142,6.094400768684332,7007863408129215749
0.14749404788017273,0.09249172359704971,0.1196475074404762,0.03728642414764945,1903.2567559860227,410.56411213496864,1868.5665653064123,208.10128293246532,4163.988095238095,699.899592240484,-111.76655578613281,57.84041213989258,63.362342834472656,23.265213012695312,-6.10501766204834,25.170366287231445,6.9771904945373535,24.357358932495117,-21.534591674804688,22.40216064453125,13.005328178405762,14.11431884765625,-9.116881370544434,15.583596229553223,-4.8610358238220215,15.93169116973877,3.831313133239746,11.145700454711914,4.4107842445373535,9.080763816833496,0.09708891063928604,10.516472816467285,-2.357390880584717,11.688390731811523,-0.7007579803466797,14.222618103027344,125.0,6.108462454393853,7011522309198515462
0.3031502664089203,0.18522092700004578,0.1286602168120155,0.07534936476060437,1863.2683617253833,546.5657979464806,1862.4516632647046,308.4339331860681,4044.937015503876,989.649725088131,-23.93303108215332,106.92017364501953,79.08326721191406,23.526668548583984,4.425349712371826,20.912803649902344,23.8913516998291,12.650129318237305,-13.327554702758789,17.832401275634766,11.719232559204102,9.649368286132812,3.261871576309204,17.86982536315918,7.446949481964111,8.878697395324707,-8.769942283630371,12.714700698852539,3.4627108573913574,6.50141716003418,-3.8066749572753906,10.849466323852539,0.17615807056427002,6.877038955688477,-6.2929582595825195,8.144291877746582,133.92857142857142,6.7924070584277505,7014868849635904773
0.12273367494344711,0.0668945461511612,0.17114039829799108,0.08493102848876939,2082.5780810853807,669.4807810239892,1589.5105475345747,350.47830763316773,3729.178292410714,1048.9066949915195,-137.82908630371094,121.79327392578125,45.9566764831543,36.958534240722656,-36.98664093017578,26.027660369873047,18.89191246032715,24.611244201660156,-29.26694679260254,17.409210205078125,-29.427690505981445,16.522018432617188,-15.053170204162598,15.11817741394043,-7.014537334442139,14.631681442260742,-10.51717472076416,15.337757110595703,-13.799428939819336,12.540891647338867,-2.4045066833496094,12.122629165649414,-0.6387319564819336,10.459005355834961,-14.414494514465332,11.803093910217285,144.23076923076923,5.025081788089852,7022178037378731270
0.22168472409248352,0.21316933631896973,0.05312965029761905,0.03273832643105258,892.6247256332418,341.62779652071964,1136.817168379551,269.5395184161055,1503.8265306122448,836.9957159306,-181.69032287597656,95.48927307128906,140.23208618164062,32.350616455078125,9.141871452331543,19.56134605407715,5.9479217529296875,13.33945083618164,-10.153019905090332,14.53404426574707,-10.110316276550293,12.201715469360352,-19.962196350097656,9.200376510620117,-5.036862850189209,8.740469932556152,-1.516793966293335,8.711669921875,-5.60274076461792,13.636537551879883,-10.80968189239502,8.175851821899414,-4.2048869132995605,12.394366264343262,-6.85858678817749,10.302414894104004,98.6842105263158,3.933868480789552,7022596866374192390
0.14171843230724335,0.19833284616470337,0.13794419371966019,0.1574008501489133,1849.9477512124497,1230.667763230475,1709.8687319650678,452.52857332128923,3499.848300970874,1909.3532569432784,-189.8618621826172,101.6781234741211,75.22293853759766,67.0302505493164,11.208416938781738,22.815399169921875,23.67310333251953,20.41940689086914,22.15771484375,15.467192649841309,5.791159629821777,14.734769821166992,0.9484249949455261,16.224159240722656,-2.7073445320129395,18.400493621826172,-7.3153276443481445,16.16119956970215,0.7437726259231567,11.864691734313965,-12.958009719848633,15.645813941955566,-3.905156373977661,11.18637752532959,-1.7233808040618896,11.129849433898926,125.0,3.651474377314991,7022925491963481349
0.1390153169631958,0.059891555458307266,0.04181535667348131,0.00806561948580174,489.096650986398,68.35780768716849,597.8604395933605,87.7594853803902,859.0099299065421,153.0861530209485,-247.64186096191406,61.38621520996094,211.96896362304688,17.17387580871582,1.0859375,21.517881393432617,24.637176513671875,14.492663383483887,12.337117195129395,8.428816795349121,-1.4497321844100952,7.447782039642334,10.369035720825195,9.102913856506348,5.0139946937561035,8.77756404876709,-4.303252696990967,6.675638675689697,-2.0250322818756104,7.276010990142822,0.09951654076576233,6.566403865814209,0.5820487141609192,7.39164400100708,2.3297672271728516,7.323385238647461,110.29411764705883,3.6555051905501164,7026774067223055621
