video_id,aspect_ratio,video_duration,release_year,text_len,nb_hashtags,nb_emojis,hashtag_density,emoji_density,sentiment_score,sentiment_abs,lang_lang_detected_en,up_uploader_alpedhuez,up_uploader_avoriaz,up_uploader_baqueiraberetoficial,up_uploader_chamonix_montblanc_off,up_uploader_crans_montana,up_uploader_davosklosters,up_uploader_grandvalira_andorra,up_uploader_kitzbuehel_official,up_uploader_lech_zuers,up_uploader_megeve_officiel,up_uploader_stanton_arlberg_official,up_uploader_tignesofficiel,up_uploader_val_thorens
7602656035161050390,0.56,13,2026,64,5,1,0.0769230769230769,0.0153846153846153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7590718903144287510,0.56,12,2026,68,5,1,0.072463768115942,0.0144927536231884,-0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7571821778746592534,0.56,13,2025,61,5,2,0.0806451612903225,0.032258064516129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7569927329154190614,0.56,7,2025,67,4,2,0.0588235294117647,0.0294117647058823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7566270741134462230,0.56,8,2025,66,5,1,0.0746268656716417,0.0149253731343283,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7536170254989315350,0.56,12,2025,78,6,3,0.0759493670886076,0.0379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7520640970199698710,0.56,10,2025,86,6,2,0.0689655172413793,0.0229885057471264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7496799936558796054,0.56,14,2025,75,5,1,0.0657894736842105,0.0131578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7487960173529582870,0.56,8,2025,120,5,3,0.0413223140495867,0.024793388429752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7478712216724802838,0.56,14,2025,92,7,2,0.075268817204301,0.021505376344086,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7470850262840691990,0.56,8,2025,111,8,2,0.0714285714285714,0.0178571428571428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7424512450856357153,0.56,8,2024,82,7,2,0.0843373493975903,0.0240963855421686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7416286728513735968,0.56,7,2024,102,6,1,0.058252427184466,0.0097087378640776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7374727208394411297,0.56,8,2024,152,11,2,0.0718954248366013,0.0130718954248366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7361057454454508833,0.56,10,2024,88,5,2,0.0561797752808988,0.0224719101123595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7343975400122354977,0.56,9,2024,190,14,2,0.0732984293193717,0.0104712041884816,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7322847358646078752,0.56,11,2024,268,13,2,0.0483271375464684,0.0074349442379182,-0.0714285714285714,0.0714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7311689753676533024,0.56,8,2023,204,17,2,0.0829268292682926,0.0097560975609756,-0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7307595143559859488,0.56,10,2023,221,15,3,0.0675675675675675,0.0135135135135135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7298756408994991393,0.56,9,2023,199,14,2,0.07,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7272755309658098976,0.56,14,2023,201,12,5,0.0594059405940594,0.0247524752475247,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7226766521719213338,0.56,7,2023,198,13,2,0.0653266331658291,0.0100502512562814,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7224139299594194203,0.56,13,2023,173,8,3,0.0459770114942528,0.0172413793103448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7208566584535764250,0.56,11,2023,172,13,3,0.0751445086705202,0.0173410404624277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7205976379370851589,0.56,9,2023,228,15,4,0.0655021834061135,0.0174672489082969,-0.7142857142857143,0.7142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7177404002508803334,0.56,8,2022,153,12,1,0.0779220779220779,0.0064935064935064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7164792237543394566,0.56,6,2022,88,3,2,0.0337078651685393,0.0224719101123595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7162183685423385862,0.56,14,2022,119,8,1,0.0666666666666666,0.0083333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7153997940774882565,0.56,13,2022,122,8,2,0.065040650406504,0.016260162601626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7143619564775968006,0.56,7,2022,92,6,2,0.064516129032258,0.021505376344086,0.4333333333333333,0.4333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7138043316087606533,0.56,14,2022,130,7,2,0.0534351145038167,0.015267175572519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7114705253899029765,0.56,12,2022,179,10,1,0.0555555555555555,0.0055555555555555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7107270367303044358,0.56,12,2022,84,6,2,0.0705882352941176,0.0235294117647058,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7101685930276293894,0.56,7,2022,128,3,3,0.0232558139534883,0.0232558139534883,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7096121724990655749,0.56,10,2022,119,7,2,0.0583333333333333,0.0166666666666666,-0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7079814734664436998,0.56,14,2022,149,5,1,0.0333333333333333,0.0066666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7071272731286834437,0.56,7,2022,104,6,1,0.0571428571428571,0.0095238095238095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7067569943449046278,0.56,9,2022,89,5,1,0.0555555555555555,0.0111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7063121025394855173,0.56,9,2022,110,7,2,0.063063063063063,0.018018018018018,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7023313220278553862,0.56,13,2021,93,5,2,0.0531914893617021,0.0212765957446808,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7019559155425955077,0.56,13,2021,120,6,2,0.0495867768595041,0.0165289256198347,-0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6958797242429934854,0.56,11,2021,88,5,1,0.0561797752808988,0.0112359550561797,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6940653001791130885,0.56,11,2021,99,8,1,0.08,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6927911225066130693,0.56,8,2021,145,9,1,0.0616438356164383,0.0068493150684931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6896446483080482050,0.56,8,2020,148,6,2,0.0402684563758389,0.0134228187919463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6893888228848389377,0.56,8,2020,134,6,2,0.0444444444444444,0.0148148148148148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6891645296233794817,0.56,9,2020,106,6,1,0.0560747663551401,0.0093457943925233,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6883561429727726850,0.56,8,2020,129,6,1,0.0461538461538461,0.0076923076923076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6876362124260691202,0.56,12,2020,77,5,1,0.0641025641025641,0.0128205128205128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6874890977631390978,0.56,14,2020,139,5,2,0.0357142857142857,0.0142857142857142,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6855731886438763781,0.56,12,2020,121,6,1,0.0491803278688524,0.0081967213114754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6852640471013920006,0.56,9,2020,108,6,1,0.055045871559633,0.0091743119266055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6847902541095668997,0.56,13,2020,121,7,2,0.0573770491803278,0.0163934426229508,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6802558843114114310,0.56,10,2020,149,3,1,0.02,0.0066666666666666,-0.6999999999999998,0.6999999999999998,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7603743614157458710,0.57,7,2026,12,0,1,0.0,0.0769230769230769,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7595972634450431254,0.56,9,2026,46,0,2,0.0,0.0425531914893617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7587402623129636118,0.57,11,2025,309,4,4,0.0129032258064516,0.0129032258064516,0.625,0.625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7587440240327937302,0.57,13,2025,297,4,3,0.0134228187919463,0.0100671140939597,0.2758333333333333,0.2758333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7584845578429828375,0.57,13,2025,519,4,6,0.0076923076923076,0.0115384615384615,0.2428571428571428,0.2428571428571428,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7581822570454879510,0.56,10,2025,204,4,1,0.0195121951219512,0.0048780487804878,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7579299127637363990,0.56,8,2025,109,4,1,0.0363636363636363,0.009090909090909,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7580305629634399510,0.56,7,2025,100,2,2,0.0198019801980198,0.0198019801980198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7578925701114481942,0.57,8,2025,477,4,3,0.00836820083682,0.006276150627615,0.25,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7577797962017918230,0.57,9,2025,207,4,3,0.0192307692307692,0.0144230769230769,-0.0325757575757575,0.0325757575757575,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7576309328584592643,0.57,6,2025,107,4,3,0.037037037037037,0.0277777777777777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7575167976853228822,0.56,8,2025,122,4,4,0.032520325203252,0.032520325203252,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7574884067729050902,0.56,8,2025,158,4,2,0.0251572327044025,0.0125786163522012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7572598154063990038,0.57,9,2025,118,4,3,0.0336134453781512,0.0252100840336134,0.25,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7567386738709073174,0.56,7,2025,127,4,2,0.03125,0.015625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7566939859156290838,0.56,9,2025,229,4,2,0.017391304347826,0.008695652173913,0.9,0.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7565890573115165974,0.56,14,2025,143,4,4,0.0277777777777777,0.0277777777777777,0.1363636363636363,0.1363636363636363,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7563265888623840534,0.56,7,2025,166,4,2,0.0239520958083832,0.0119760479041916,0.2,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7556999098637880598,0.56,12,2025,316,4,3,0.0126182965299684,0.0094637223974763,-0.0888888888888888,0.0888888888888888,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7551795663772798211,0.56,6,2025,164,4,3,0.0242424242424242,0.0181818181818181,0.35,0.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7549089036447649046,0.56,8,2025,149,4,2,0.0266666666666666,0.0133333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7547744113433627926,0.56,9,2025,160,4,0,0.0248447204968944,0.0,0.625,0.625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7542538735116684566,0.56,13,2025,114,4,2,0.0347826086956521,0.017391304347826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7541326779697564930,0.56,11,2025,386,4,6,0.0103359173126615,0.0155038759689922,0.0625,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7539973950877584662,0.56,7,2025,225,6,3,0.0265486725663716,0.0132743362831858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7535846854743821590,0.56,14,2025,181,4,2,0.0219780219780219,0.0109890109890109,0.8,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7535846685101149462,0.56,11,2025,454,4,3,0.0087912087912087,0.0065934065934065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
